address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0x98385ebac7055a569b76c66dd559055263bc88da,1359951.618172537,11428,2,1.3349003865978821,6.437602462153119,919,2739064.779875225,1959,256,620
0x6adbcd5e084a1745d7e2090bfb99d300bce8fd0b,7984132.993589744,8442,1,1.334832134748512,3.603277392393043,51,4010.2284083923078,156,253,33
0x9a37fa4da95a0656dbb026b79b258558e5ceed56,912837.6276223776,16845,2,1.3342739397848475,6.518161895968641,2721,3297325.067416289,5148,255,1999
0x517493d1fb90ab0a3ce3a5084065b706e33e0fea,2495736.8449304174,8506,1,1.334209050362018,6.504704862513084,523,3196720.9456851683,503,242,201
0x245e8bb5427822fb8fd6ce062d8dd853fbcfabf5,975222.9795081967,17805,4,1.3341824637444872,8.018463409858457,4292,104343020.8031703,732,253,374
0x0000000000004946c0e9f43f4dee607b0ef1fa1c,3137082.96413928,3763,6,1.3338166963070284,3.3574111423818187,8,2276.2522633042568,1177026,225,28610
0x3527069c603b7d818aa0d3c15bd4d8d5914ad66a,1258672.6650246305,14133,2,1.3336824181423774,5.586206365597675,2735,385660.57061899616,2233,256,1168
0xafb64e73def6faa8b6ef9a6fb7312d5c4c15ebdb,331242.25443295424,21651,7,1.333622254924015,6.860750994112087,897,7256896.586500995,104727,256,38404
0xf66e8edf8a86b2b405ff23e73b72dac01070c8b8,2447605.6639566394,8506,1,1.3333945845567703,6.651310767716402,364,4480336.88638207,369,242,151
0x725e14c3106ebf4778e01ea974e492f909029ae8,2064062.6389986824,8506,1,1.3333135638267515,6.574443930641873,819,3753563.9114356185,759,242,296
0x799e1cf88a236e42b4a87c544a22a94ae95a6910,560845.1130802698,21565,3,1.3328991374052903,5.694306487895387,122,494658.6523063838,50106,253,20929
0x6bcd9493dfa06d07003ab6920dace6d4f854e162,2144572.7423510468,8506,1,1.3327674536435388,6.5340606834084,613,3420271.3019917407,621,242,238
0xa5f8c5dbd5f286960b9d90548680ae5ebff07652,109134.57339939415,15151,6,1.3322794847018258,9.849022196621867,395,7063536547.006726,1054382,255,116593
0xc477032db5ccbea767fa74ab76556ba15a06de5b,1242295.6322473772,18712,4,1.3320707616182956,6.994343615842225,3066,9870600.43400889,1811,256,312
0x1f61a437645b403c15775184a91a6d98ed3fdaeb,1457925.3212148082,24049,1,1.331792437620389,5.307333371660424,635,202922.98000121658,4511,256,869
0xe8b3791a6cce554245d60eda6da5e882df98ae46,1590894.4547095997,14372,1,1.331672907197031,4.875075116682172,801,75001.39241666665,3323,255,917
