address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0xac86855865cbf31c8f9fbb68c749ad5bd72802e3,985962.4385796546,14138,2,1.2731543498028364,8.265211819229142,1633,184167001.34887215,1042,256,551
0x6850809aaac4ced0f453d7f4edafc5bb6d0f96dd,2216231.5,22014,2,1.2731030471384652,5.6529634695591495,1665,449741.02349993365,2,256,1
0x6c4c7f46d9d4ef6bc5c9e155f011ad19fc4ef321,3197487.5714285714,22142,2,1.273073356163822,8.538631545903488,61474,345646007.3913561,7,256,5
0x32b8c26d0439e1959cea6262cbabc12320b384c4,931618.6603773584,17745,1,1.2730453508340993,9.216385137768365,942,1645830618.3757727,53,256,2
0x36b02084b69a325d50cc3ee179ccd127c429605a,1717773.6666666667,18804,2,1.2729338729329371,6.234007954945211,1913,1713987.7022461311,3,254,2
0x9c4ea0bf80c4768314c4f631ac84e274b32385fe,1126908.25,18653,2,1.2729006073012994,8.247604303412054,5312,176849689.2182049,4,255,1
0x58a3c68e2d3aaf316239c003779f71acb870ee47,662862.8663739022,10885,8,1.2728413519130792,9.600370582056179,3124,3984470189.7084975,7970,246,1877
0x011e52e4e40cf9498c79273329e8827b21e2e581,542635.5372875764,19531,113,1.2727993715206427,7.713875571372927,39054,51745854.495246,12122,254,7837
0x7700e59b13fb38a28408d5c9abd6eda26c359535,2200309.5,19003,2,1.2727870912896295,5.602184861735626,10,400114.02643137734,2,256,1
0xa3393b577f324a2b15a6ae3e06cf7499b870d316,2462349,21526,2,1.2727574214826372,5.20413743892658,4,160005.43125702415,2,256,1
0xa5407eae9ba41422680e2e00537571bcc53efbfd,197573.20378749972,22180,5,1.2727394888768886,10.48082317606146,299138,30256812645.01927,91934,254,23412
0x2214a42d8e2a1d20635c2cb0664422c528b6a432,815124.4321475626,24384,77,1.2726754019200035,8.249613700090901,7957,177669834.43797758,6831,256,1402
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,426904.41468682507,24553,4,1.2725938859727894,10.013301802020388,17663,10311024100.994223,7408,255,2143
0xf142426ec3fa95a458518fdb9677284242109ba6,2214607.5,18660,2,1.272551790288974,5.5232086815528305,483,333585.6649975452,2,256,1
0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,492774.538290788,21676,6,1.2725420076317198,9.555540799521594,36742,3593691557.7865305,3604,255,1684
0xf063686c67067d6232e1b5c01e74fda600f71859,2463234,21526,2,1.2724818322816518,5.136747526720092,5,137007.50477042655,2,256,1
